latitude,longitude,target_speed,way_maxspeed,speed_osrm,elevation,fwd_azimuth,way_type,way_surface,node:intersection,node:railway,node:crossing,node:highway,node:stop,start_stop,azimuth_diff,elevation_diff
50.51705378799471,14.985455754975982,9.274010123093245,90.0,6.626962261410778,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.386017687229895,0.0
50.51704624068681,14.985448095010897,9.227800525405987,90.0,6.718956833144201,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.5170386933784,14.985440435048256,9.181590927718734,90.0,6.810951404877624,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.51703114606949,14.985432775088062,9.135381330031478,90.0,6.902945976611047,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.51702359876006,14.985425115130305,9.089171732344225,90.0,6.994940548344471,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.51701605145011,14.985417455174987,9.04296213465697,90.0,7.086935120077894,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.51700850413965,14.985409795222129,8.996752536969714,90.0,7.178929691811317,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.51700095682869,14.985402135271706,8.95054293928246,90.0,7.270924263544741,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.516993409517205,14.985394475323725,8.904333341595205,90.0,7.362918835278164,235.0,-147.0931628070446,residential,asphalt,,,,,,0,0.0,0.0
50.51698584860085,14.985386848597006,8.744535683461217,90.0,7.372382290185663,235.0,-147.47911663166596,residential,asphalt,,,,,,0,0.3859538246213674,0.0
50.516978268565886,14.985379268554857,8.425113653012609,90.0,7.265865441635646,235.0,-147.47911663166596,residential,asphalt,,,,,,0,0.0,0.0
